country,total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
BR,75.21278501371783,42.67480813590313,72.79892696009532,41.768537453829225,252.64978447662858,0,0,0,0,697.18,114.18,37.87550057518906,10.867851556450066,42.637492694393906,16.149831538939324,16.127862776347456,x,38.35592460824064,133.21530498412363,83.83298353070943,30.179874071055398,41.07816193004762,10.056517211001454,20.113034422002908,15.084775816502177,0.0,0.0,8.27219938672015,33.0887975468806,0,0.0
