country,total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
BR,72.27695060685305,43.00457037298761,72.2074787436947,43.744858256489394,306.58269032618966,0,0,0,0,644.75,185.35,49.636009684804776,7.211229042190888,43.87751329227104,17.016012126104478,16.716748739288704,x,36.27834316251347,139.2176640821979,119.92439627481612,0.0,56.435010011678166,5.28483669523706,15.854510085711182,15.854510085711182,0.0,0.0,4.542230756425178,25.73930761974267,0,0.0
