country,total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
BR,66.50856979606193,45.8457131603922,66.33980005864008,46.634908952113314,306.58269032618966,x,x,x,x,445.6819899503324,330.87532983237554,35.711942301448666,17.157176880198644,41.48419438541989,16.699932571248066,15.310770534063762,x,34.37132760719922,139.2176640821979,141.08752502919543,0.0,35.27188125729886,5.28483669523706,15.854510085711182,15.854510085711182,0.0,0.0,1.9371428095940368,10.977142587699541,0,0.0
