total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
72.27695060685305,43.00457037298761,72.2074787436947,43.744858256489394,306.58269032618966,0,0,0,0,604.3049229304315,193.09617392432747,38.52224793036252,12.895069337233723,43.07974032332066,16.818759471570026,15.919658733176925,x,35.19720048548491,139.2176640821979,119.92439627481612,0.0,38.799069383028744,5.28483669523706,15.854510085711182,15.854510085711182,0.0,0.0,4.542230756425178,25.73930761974267,0,0.0
