total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
73.4473916755718,34.92740674457513,70.20991679932382,33.56748739259612,202.80699907732068,0,0,0,0,847.2358434274669,77.73806853773456,33.780355416322486,8.9712896829352,41.47120482272428,15.417018332865316,15.966510889040674,x,38.97948800294975,126.01553983041228,63.24899216792128,44.274294517544895,42.69306971334686,14.247300804695492,23.745501341159155,14.247300804695492,0.0,1.2991292766021887,14.471968987867822,43.41590696360347,0,0.0
