country,total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
BR,67.60897777591255,22.91350292823814,68.96742267830571,23.37389638888185,139.54826193193776,0,0,0,0,939.01,20.36,24.18767944740029,3.5833547135200305,36.28081581637549,14.000722867479167,14.830758325096827,x,37.31213760203306,114.43634149574493,39.91358469474652,62.08779841405013,45.826708353227474,28.391581070952878,28.391581070952878,9.463860356984295,1.2304982956531711,6.152491478265856,28.00101933998617,52.00189305997432,0,0.0
