total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
67.60897777591255,22.91350292823814,68.96742267830571,23.37389638888185,139.54826193193776,0,0,0,0,976.5716984758191,2.366201729764382,21.917839538418598,5.0696143654462205,36.28081581637549,14.000722867479167,14.827222515165015,x,37.31213760203306,122.79405182970386,39.91358469474652,62.08779841405013,44.34842743860724,28.391581070952878,28.391581070952878,9.463860356984295,1.320366148706493,6.6018307435324655,28.00101933998617,52.00189305997432,0,0.0
