total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
70.47057612836234,28.099027190422955,68.72819327565378,27.43321759049328,164.7958435913906,0,0,0,0,933.3197244541301,28.695653310251853,28.18655373653601,6.950073090634578,38.85052086695349,14.69692882417714,15.533646915261675,x,38.775513504961374,119.81255853498205,49.77495153016819,52.7916152592693,44.495790004241265,20.965714103764128,25.62476168237838,13.97714273584275,0.0,3.744142454218189,20.937416919789573,48.85397281284233,0,0.0
