,total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
BR,70.47057612836234,28.099027190422955,68.72819327565378,27.43321759049328,164.7958435913906,0,0,0,0,963.1916256094187,13.861730393155009,31.680929964557482,4.659214527533958,38.868188225237695,14.70033700286775,15.570769279105903,0,38.78485362624405,119.81255853498205,49.77495153016819,52.7916152592693,48.26661966561765,20.965714103764128,25.62476168237838,13.97714273584275,0.0,3.744142454218189,20.937416919789573,48.85397281284233,0,0.0
