total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
67.32609502371207,25.45944769804238,68.67885605622074,25.9709959876465,139.54826193193776,0,0,0,0,973.1880089741562,4.732403459528764,21.77135724578202,5.196354724582376,36.28081581637549,14.000722867479167,14.824521549244881,x,37.31213760203306,114.43634149574493,44.34842743860724,62.08779841405013,41.39186560936676,28.391581070952878,28.391581070952878,9.463860356984295,1.2304982956531711,6.152491478265856,26.00094652998715,48.287472127119,0,0.0
