,total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
BR,70.86891105161936,40.21014753511182,67.73183085181728,38.64454152895097,202.80699907732068,0,0,0,0,807.0122816625837,122.49627961591061,33.27975501698122,9.786861472292946,41.28226994881666,15.406239763900688,15.819366435472102,0,38.904574597395126,126.01553983041228,79.06124020990158,44.274294517544895,34.7869456923567,14.247300804695492,23.745501341159155,14.247300804695492,0.0,1.2991292766021887,10.617878613280194,31.853635839840585,0,0.0
