country,total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
BR,73.4473916755718,34.92740674457513,70.20991679932382,33.56748739259612,202.80699907732068,0,0,0,0,830.77,93.37,39.11795338352337,5.724926018299912,41.5656722596781,15.434910757346598,16.159136355530443,x,39.07755646113034,126.01553983041228,63.24899216792128,44.274294517544895,50.599193734337014,14.247300804695492,23.745501341159155,14.247300804695492,0.0,1.2991292766021887,14.471968987867822,43.41590696360347,0,0.0
