total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
69.52650828360474,32.35848289944739,67.80649522433299,31.591745018893448,164.7958435913906,0,0,0,0,915.83240263185,48.205496538969875,27.88293389313783,7.281028952093368,38.81518615038509,14.694875704484001,15.505289553991782,x,38.76837869009268,119.81255853498205,60.33327458202205,52.7916152592693,37.708296613763785,20.965714103764128,25.62476168237838,13.97714273584275,0.0,3.744142454218189,17.852292209738668,41.65534848939022,0,0.0
