country,total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
BR,68.78862034809801,52.93678545890623,66.51119013908877,51.812584583489034,252.64978447662858,x,x,x,x,567.7034617898264,259.56840834523615,36.09765229920137,13.367668170756536,42.05208089538621,16.11588002135946,15.82696981410217,x,37.96264051922997,133.21530498412363,108.98287858992227,30.179874071055398,28.50321440044121,10.056517211001454,20.113034422002908,15.084775816502177,0.0,0.0,1.6686141988622922,6.674456795449169,0,0.0
