,total residential space,electricity residential space,total residential water,electricity residential water,electricity residential,total services space,electricity services space,total services water,electricity services water,total road,electricity road,total rail,electricity rail,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,services electricity,agriculture electricity,agriculture oil,agriculture biomass,residential oil,residential biomass,residential gas,services biomass,services oil,residential heat oil,residential heat biomass,residential heat gas,services gas
BR,75.21278501371783,42.67480813590313,72.79892696009532,41.768537453829225,252.64978447662858,0,0,0,0,907.0299257914334,59.86932798481446,45.39889074977004,6.6198489402877225,42.93019859389776,16.2061910581219,16.5217590178322,0,38.87076923385461,133.21530498412363,83.83298353070943,30.179874071055398,53.65310945965404,10.056517211001454,20.113034422002908,15.084775816502177,0.0,0.0,8.27219938672015,33.0887975468806,0,0.0
